name,inn,city,create_date,reg_date,last_tender_date,contract_value,staff,ban,bidding_num,wins_num,not_executed_contracts,terminated_contracts
КФХ Рост,123456789568,Мытищи,2021-04-15,2023-02-11,2023-03-10,7299002,1836,False,3,1,2,0
НКО Чеширский кот,123456789569,Новая Ляля,1999-12-20,2000-04-29,2013-08-15,8338310,332,False,59,15,0,2
ЗАО Розовый ёж,123456789570,Козельск,2000-07-02,2010-09-06,2016-11-17,3475607,651,False,105,37,0,0
ОАО Мальцайт,123456789571,Колпино,2007-12-15,2010-11-12,2019-02-03,1714060,463,False,57,4,0,0
КФХ Мастер шоу,123456789572,Козельск,1998-03-04,2004-07-20,2015-10-19,2111760,96,False,88,27,5,0
ООО Арт Мажор,123456789573,Мытищи,1999-02-20,2008-02-19,2021-06-24,1585898,1033,False,71,18,0,2
ЗАО Белоснежка,123456789574,Мымрино,2022-08-22,2022-12-08,2023-03-05,6988363,1800,False,105,25,0,1
НКО Интершоу,123456789575,Урюпинск,2018-05-11,2022-11-04,2023-02-26,1040195,1763,False,38,30,0,0
НКО Отличная идея,123456789576,Пыталово,2009-01-12,2015-01-23,2022-05-29,1921676,1805,False,64,42,0,0
ОАО Яркость,123456789577,Нижние Серги,2016-07-18,2020-12-18,2022-12-26,219232,1477,False,10,9,0,0
ООО Отлично погуляли,123456789578,Урюпинск,2003-04-03,2020-06-27,2021-01-15,4816534,1548,False,82,47,1,0
ОАО Гудвин,123456789579,Урюпинск,2011-04-02,2019-03-12,2019-05-20,6017766,1732,False,41,28,0,0
ЗАО Эйфория,123456789580,Урюпинск,2008-06-10,2016-08-28,2019-01-18,5375887,1315,False,58,11,0,0
КФХ Бис,123456789581,Мытищи,2007-03-08,2016-04-07,2016-08-09,7449674,230,False,101,63,0,0
ООО Связи,123456789582,Пыталово,2016-03-31,2017-01-05,2020-08-07,2605747,40,False,57,29,0,2
ОАО Чудо-Праздник,123456789583,Мамыри,2013-08-03,2015-01-05,2021-03-23,3330954,1506,False,30,17,0,5
КФХ Обыкновенное чудо,123456789584,Козельск,2017-02-23,2018-12-15,2022-12-23,6392412,1952,False,87,59,0,1
НКО Лимпопо,123456789585,Мамыри,2005-10-09,2009-04-17,2017-09-15,4817880,848,False,9,8,0,0
НКО Ситишоу,123456789586,Барнаул,1998-08-22,2015-05-29,2019-10-30,7234934,1578,False,33,23,0,1
НКО Нафаня,123456789587,Новая Ляля,2010-09-01,2012-04-30,2018-04-12,3526463,466,False,67,49,0,0
КФХ Арт Премиум,123456789588,Колпино,1997-06-06,2008-04-30,2011-06-16,715107,956,False,99,1,0,5
ОАО Забава,123456789589,Свиногорье,2020-11-29,2021-07-31,2022-02-10,8922742,1789,False,36,27,1,0
ЗАО Веселый праздник,123456789590,Урюпинск,2000-06-08,2004-01-29,2005-07-01,1980580,305,False,61,56,0,0
ООО Нафаня,123456789591,Нижние Серги,2012-12-02,2016-09-02,2018-08-24,7705244,401,False,51,13,0,0
ЗАО Боровичок,123456789592,Колпино,2012-08-25,2014-01-05,2019-03-02,3319382,325,False,8,5,0,0
ООО Королевский стиль,123456789593,Нижние Серги,2001-05-25,2010-11-28,2013-07-01,808044,403,False,20,10,0,0
ООО Арт-Профи,123456789594,Колпино,2007-08-26,2019-10-16,2020-02-23,6143032,1310,False,82,9,0,0
НКО Бисквит,123456789595,Нижние Серги,2009-01-09,2012-09-11,2023-03-18,7805917,551,False,52,13,0,0
НКО Антарес,123456789596,Свиногорье,2007-10-20,2014-06-30,2019-06-30,873523,1493,False,88,74,0,0
ОАО Десерт,123456789597,Свиногорье,2011-04-15,2014-04-26,2018-01-05,4340670,6,False,36,1,0,0
ЗАО Акварель,123456789598,Урюпинск,1999-03-07,2018-04-17,2019-04-29,5114548,606,False,66,37,0,0
ООО Цветы жизни,123456789599,Пыталово,2007-12-17,2017-10-07,2019-12-06,4275859,1619,False,8,4,0,0
ОАО Мадагаскар,123456789600,Мытищи,2011-11-20,2014-11-20,2020-05-23,7573441,1818,False,17,12,0,0
ЗАО Бэби Дом,123456789601,Мытищи,2004-03-07,2009-04-02,2020-11-04,5671253,917,False,38,34,0,0
ОАО Тип-Топ,123456789602,Барнаул,2006-09-29,2010-04-16,2022-11-15,1871662,1342,False,98,19,5,0
ООО Феличита,123456789603,Урюпинск,2002-05-06,2005-07-13,2005-11-18,6813253,1975,False,101,3,2,0
ООО А-Мега,123456789604,Мытищи,2011-07-29,2012-09-04,2019-01-30,9072738,1881,False,40,24,0,2
КФХ Воробушек,123456789605,Козельск,2015-04-19,2016-01-04,2021-10-27,5253021,1144,False,98,27,1,5
НКО Мэри Поппинс,123456789606,Мамыри,2018-11-29,2020-10-06,2022-01-26,6207260,87,False,35,1,5,0
ЗАО Оки-Доки,123456789607,Барнаул,1999-05-08,2006-02-28,2009-11-15,4514600,1412,True,74,15,0,0
КФХ Дива,123456789608,Мамыри,2008-08-20,2010-05-23,2012-01-14,1082460,588,False,55,35,2,0
ООО Артист,123456789609,Урюпинск,2020-01-26,2021-07-14,2021-09-30,1400493,230,False,15,2,0,0
НКО Егоза,123456789610,Урюпинск,2008-11-08,2010-02-27,2018-12-17,3792096,1281,False,104,25,5,0
ООО Ангел,123456789611,Мымрино,2003-02-17,2010-12-30,2022-12-02,897102,743,False,27,2,5,0
КФХ Событие,123456789612,Барнаул,1997-05-26,2010-11-01,2019-04-15,7219671,1901,False,4,2,0,0
ЗАО ФБР,123456789613,Нижние Серги,2016-05-11,2019-03-26,2023-01-08,3596317,1676,False,55,31,2,0
ОАО Карамельки,123456789614,Барнаул,2010-08-26,2018-05-12,2020-05-28,8511148,284,False,41,31,0,0
ОАО Улыбайся,123456789615,Свиногорье,2000-10-24,2013-06-04,2016-05-29,9760420,1520,False,95,62,0,0
КФХ Нюша,123456789616,Пыталово,2021-05-02,2021-11-19,2022-08-18,3520177,1556,False,62,16,0,0
ОАО Искорка,123456789617,Пыталово,2019-05-14,2022-06-19,2022-10-18,4130188,1266,False,33,17,0,0
НКО Ода,123456789618,Нижние Серги,2022-09-28,2023-03-18,2023-03-23,5654459,141,False,70,53,0,0
ЗАО Позитифф,123456789619,Пыталово,2002-07-06,2003-04-28,2007-04-24,3430747,544,False,23,6,0,2
ОАО Непоседы,123456789620,Нижние Серги,2002-05-31,2020-01-11,2020-06-18,6414381,1796,False,49,46,2,5
НКО Веселье плюс,123456789621,Колпино,2009-12-03,2010-09-29,2018-03-16,8750458,871,False,11,4,1,1
ООО Арт планета,123456789622,Нижние Серги,2011-02-16,2020-03-23,2020-11-05,1818930,1030,False,18,7,0,0
ОАО Праздник каждый день,123456789623,Нижние Серги,2013-10-10,2019-08-14,2020-09-16,4347482,1711,False,46,5,1,0
НКО Букашка,123456789624,Колпино,2004-09-14,2005-09-17,2016-11-26,2247030,963,False,85,56,0,0
ОАО Колосок,123456789625,Пыталово,2018-07-02,2020-05-18,2021-09-05,1835873,220,False,1,0,0,0
ЗАО Пир,123456789626,Барнаул,2013-07-31,2013-09-07,2019-02-03,7670809,1100,False,108,8,5,0
КФХ Жираф,123456789627,Урюпинск,2021-07-29,2022-04-11,2022-10-19,7181008,1806,False,65,27,2,0
ЗАО Крыжовник,123456789628,Мамыри,2006-08-01,2013-06-05,2023-03-28,7247189,46,False,8,6,0,0
ООО Лисичка,123456789629,Новая Ляля,2012-01-13,2012-11-02,2020-07-20,3167636,1981,True,93,59,0,1
КФХ Веселый Роджер,123456789630,Новая Ляля,2019-10-14,2022-12-07,2023-02-24,7264541,87,False,66,57,0,0
ООО Пирамида,123456789631,Новая Ляля,2020-08-29,2022-02-14,2022-06-18,9462274,1148,True,39,25,5,0
ООО Березка,123456789632,Мымрино,2006-03-10,2014-08-20,2022-02-06,8724277,1219,False,33,0,0,0
ЗАО Идиллия,123456789633,Новая Ляля,2017-10-08,2019-05-01,2021-06-02,7787141,1744,False,4,0,0,0
НКО Волшебница,123456789634,Мытищи,2020-02-22,2022-04-10,2022-04-10,8667052,1369,False,43,6,0,0
ОАО Любой каприз,123456789635,Барнаул,2005-09-19,2007-05-26,2016-05-30,6648652,185,False,86,50,0,2
ОАО Лесовичок,123456789636,Мытищи,2002-07-03,2007-07-26,2012-01-12,5430731,1002,False,62,3,0,0
ООО Конфетти,123456789637,Пыталово,2001-02-06,2001-08-26,2007-08-16,7665003,40,True,110,41,0,0
ОАО Ералаш,123456789638,Мамыри,2001-05-01,2020-04-09,2022-08-11,8148575,1544,False,61,50,0,0
ООО Квадрат,123456789639,Свиногорье,2007-06-22,2015-07-17,2020-09-20,6248689,1329,False,72,33,0,0
ЗАО Оранжевое настроение,123456789640,Мамыри,2011-01-26,2013-04-16,2021-09-17,6418097,636,False,65,19,0,1
ОАО Белый лев,123456789641,Мамыри,2000-02-09,2011-01-15,2018-01-09,2360015,881,False,98,40,5,0
ЗАО Андерсен,123456789642,Пыталово,2018-08-25,2022-06-09,2022-12-24,6252930,252,False,101,52,0,0
ЗАО Технология развлечений,123456789643,Урюпинск,2020-12-20,2022-07-07,2022-09-01,5672419,1888,False,19,0,0,0
ОАО Доминошки,123456789644,Колпино,2001-12-20,2017-06-21,2019-04-10,6284100,1458,False,11,7,0,0
ООО Азбука праздника,123456789645,Свиногорье,1999-07-13,2010-11-16,2013-08-01,8746159,112,False,110,104,2,2
ОАО Кораблик,123456789646,Пыталово,2000-01-13,2000-06-16,2012-06-19,1595489,435,False,8,0,0,0
КФХ Оле Лукойе,123456789647,Мытищи,1997-05-11,2016-01-13,2020-10-05,3473081,503,False,72,22,0,0
НКО Румяна,123456789648,Мымрино,2010-11-06,2015-10-17,2016-11-09,7526960,3,False,22,1,0,0
ОАО Мосгорпраздник,123456789649,Пыталово,2016-01-28,2020-07-14,2021-07-11,8935580,417,False,72,42,0,0
ЗАО Пурпур,123456789650,Урюпинск,2019-06-22,2022-08-04,2023-01-06,4543086,1475,False,35,20,0,0
НКО Весело деткам!,123456789651,Мымрино,2001-05-27,2014-06-09,2021-07-12,3646634,352,False,68,34,5,0
КФХ Мир праздника,123456789652,Барнаул,2012-09-12,2021-01-07,2022-11-26,7016918,905,False,50,2,0,0
КФХ Неон,123456789653,Козельск,2010-07-11,2020-03-28,2020-11-28,4729870,1228,False,61,46,0,0
ЗАО Барсучок,123456789654,Мымрино,2010-03-28,2013-11-21,2017-12-15,9042393,1608,False,72,8,0,0
ООО Наши звезды,123456789655,Пыталово,2004-07-02,2020-06-26,2021-07-10,526155,919,False,43,5,0,2
ЗАО Карусель,123456789656,Козельск,1999-12-25,2002-05-02,2021-07-15,9232799,22,False,26,2,0,0
ОАО Шафер,123456789657,Пыталово,2000-04-27,2019-02-25,2022-01-03,5637968,713,False,67,41,0,0
ООО Фея,123456789658,Колпино,2011-09-02,2016-03-10,2017-06-26,2350475,600,False,18,16,0,5
ОАО Дельфиненок,123456789659,Козельск,2012-06-17,2018-04-15,2019-10-27,6166146,539,False,32,9,0,1
ОАО Золотой ключик,123456789660,Мамыри,2006-10-14,2017-01-14,2018-10-17,5374334,410,False,44,20,0,0
ООО Колорит,123456789661,Колпино,2009-12-11,2010-04-12,2016-07-29,6297931,172,False,65,1,1,0
КФХ Счастливые дети,123456789662,Мытищи,1998-05-20,2003-01-03,2005-03-29,2170378,779,False,51,4,0,0
ООО Торжан,123456789663,Мамыри,2002-04-04,2013-03-25,2015-01-08,3335715,1561,False,89,66,0,5
НКО Братья Гримм,123456789664,Мытищи,2012-03-15,2020-05-27,2021-07-31,8501985,1890,False,29,14,0,0
ООО Арт-Конферанс,123456789665,Колпино,2012-11-01,2019-12-26,2021-07-03,6662653,790,False,102,46,0,0
ООО Праздник здесь,123456789666,Мамыри,2013-07-27,2019-05-14,2020-05-28,9805147,406,False,82,33,0,0
ЗАО Авторитет,123456789667,Барнаул,2012-04-10,2016-07-23,2019-05-23,7971726,1496,False,14,6,0,0
ОАО Аленький цветочек,123456789668,Нижние Серги,1999-11-01,2001-10-23,2006-12-16,7284477,617,False,44,32,5,0
ОАО Егорка,123456789669,Нижние Серги,2022-04-03,2022-08-20,2022-12-03,4462535,1303,False,21,1,0,0
ОАО Артишок,123456789670,Мымрино,2016-03-31,2018-07-03,2019-09-18,1915038,360,False,74,68,0,0
НКО Забабах,123456789671,Мымрино,2015-06-17,2017-07-05,2017-07-08,1710605,552,True,39,30,0,0
ООО Шустрик,123456789672,Мамыри,2013-03-02,2018-12-27,2022-04-03,512844,1998,False,103,11,0,0
ЗАО Хихи.ру,123456789673,Козельск,2018-04-24,2022-06-19,2023-02-24,8018294,1728,False,48,3,2,0
КФХ Иван да Марья,123456789674,Урюпинск,2005-08-10,2015-04-27,2022-06-29,48731,1702,False,86,60,0,0
ОАО Планета детства,123456789675,Барнаул,2016-10-24,2020-03-03,2020-08-12,6244961,932,True,93,78,2,0
ОАО Праздничная шкатулка,123456789676,Новая Ляля,1998-12-01,2000-09-20,2018-03-16,6835832,1637,False,57,27,0,1
ЗАО Фэнтези,123456789677,Новая Ляля,2013-05-15,2015-03-07,2020-11-07,7950592,1468,False,56,0,0,0
ОАО Пикарф,123456789678,Козельск,2002-08-15,2012-06-19,2023-03-20,6402044,1476,False,79,42,1,5
НКО Добрые истории,123456789679,Пыталово,2008-07-12,2016-02-13,2016-04-06,6204073,988,False,65,14,0,0
ООО Патефон,123456789680,Козельск,2003-04-16,2004-08-03,2012-03-27,2820960,1121,False,96,77,5,0
ЗАО Кукарача,123456789681,Барнаул,2005-11-18,2018-07-28,2022-12-08,6012642,427,False,19,14,0,0
НКО Чудо-остров,123456789682,Мамыри,2003-07-25,2020-03-11,2022-10-12,6751286,1978,False,32,11,0,0
ОАО Пятница,123456789683,Урюпинск,2019-01-03,2019-02-24,2022-10-08,187321,1107,True,63,13,0,0
ЗАО Лига профессионалов,123456789684,Колпино,2012-07-07,2019-02-03,2022-07-07,5564154,1229,False,28,8,0,0
НКО Золушка,123456789685,Новая Ляля,2000-12-05,2011-08-28,2014-05-26,1089952,1633,False,53,6,0,0
ОАО Бонус Клуб,123456789686,Пыталово,2002-11-04,2016-03-13,2021-04-08,315778,1765,False,0,0,0,0
ЗАО Москва-банкет,123456789687,Урюпинск,2004-03-07,2005-01-01,2010-06-09,4560950,1537,False,109,26,0,0
КФХ Нон стоп,123456789688,Пыталово,2020-04-27,2021-11-03,2022-02-19,2797938,991,False,3,0,0,0
КФХ Крестики-нолики,123456789689,Пыталово,2016-03-17,2018-08-25,2019-02-14,8168946,1181,False,95,69,0,0
ООО Мята,123456789690,Урюпинск,2020-11-20,2021-12-24,2022-11-17,6810801,1118,False,45,35,0,0
КФХ Чаплин,123456789691,Колпино,2008-07-23,2022-12-25,2023-02-18,4862280,988,False,90,41,0,0
ОАО Солнышко,123456789692,Козельск,2010-09-05,2020-09-13,2022-05-21,6368820,1071,False,79,42,0,0
НКО Лютик,123456789693,Козельск,2012-07-25,2015-04-03,2017-06-21,3466862,1481,False,103,55,0,0
ЗАО Чудесный день,123456789694,Мымрино,2003-11-24,2011-11-24,2018-06-07,6981556,1425,False,81,61,0,2
ОАО Лучший день,123456789695,Барнаул,1997-10-16,2019-09-05,2021-04-24,7206799,1452,False,68,22,0,0
ОАО Карамеля,123456789696,Мытищи,2006-03-20,2006-08-05,2015-12-11,6093605,449,False,97,54,2,0
ОАО Иркутская история,123456789697,Козельск,1997-07-29,2015-07-26,2016-05-04,3394013,124,False,51,12,0,0
ОАО Веселье,123456789698,Колпино,2005-05-11,2019-01-21,2021-05-27,3540139,82,False,13,0,5,0
ЗАО Весна,123456789699,Барнаул,2010-03-01,2013-03-02,2019-11-14,6455242,71,False,74,19,0,0
КФХ Фокус,123456789700,Мытищи,2007-04-05,2021-01-20,2021-10-03,5880781,257,False,104,88,0,0
НКО Зебра,123456789701,Мамыри,2005-11-14,2013-01-02,2014-07-06,3785474,1207,False,101,96,5,0
КФХ Бременские музыканты,123456789702,Урюпинск,2015-05-25,2017-08-04,2018-04-08,7074898,1340,False,65,41,0,0
ЗАО Золотая звезда,123456789703,Козельск,2015-10-23,2022-02-03,2022-10-13,5978793,1759,False,18,12,0,0
НКО Машенька,123456789704,Мымрино,2012-10-23,2017-01-12,2023-01-05,3346866,1650,False,21,13,2,0
ОАО Пантеон,123456789705,Мытищи,1997-12-09,2015-07-11,2016-10-02,1941969,1425,False,55,46,0,0
НКО Большой праздник,123456789706,Мымрино,2004-06-02,2011-07-08,2019-12-13,8891785,614,False,41,9,0,0
НКО Антошка,123456789707,Мамыри,1997-08-11,2020-10-02,2022-12-18,3000939,276,False,101,90,0,0
НКО Закулисье,123456789708,Нижние Серги,2022-05-17,2022-12-23,2023-03-15,3294579,747,False,49,32,0,0
КФХ Веселый Галилей,123456789709,Урюпинск,2006-12-21,2010-08-08,2020-06-20,6373593,1632,False,43,16,0,0
КФХ Румяные щечки,123456789710,Козельск,2004-07-17,2020-03-16,2021-03-22,5577119,1211,False,65,4,5,1
НКО Прометей,123456789711,Мытищи,2005-12-10,2019-07-24,2021-01-06,5612691,208,False,83,80,0,0
ОАО Артель,123456789712,Пыталово,2009-10-06,2013-06-23,2016-12-24,6155875,876,False,31,1,0,0
ООО Шоу Бум,123456789713,Мамыри,2008-04-06,2013-03-19,2018-12-13,4462701,1767,False,109,4,0,1
НКО Добрая фея,123456789714,Нижние Серги,2017-12-23,2022-05-19,2023-03-22,1591781,1623,False,55,29,0,5
ОАО Жар-птица,123456789715,Козельск,2015-04-02,2017-07-06,2017-08-07,9821151,876,True,96,6,0,0
ООО Русский размах,123456789716,Мымрино,2005-03-23,2012-07-10,2017-07-09,5733864,1216,False,3,0,0,0
ЗАО Авокадо,123456789717,Козельск,2001-06-30,2013-08-19,2022-01-05,8367235,1579,False,7,2,0,0
НКО Обыкновенное чудо,123456789718,Свиногорье,2005-04-29,2011-01-15,2017-05-26,2229400,114,False,79,8,2,0
ОАО Умка,123456789719,Урюпинск,2006-03-09,2020-03-07,2020-07-23,5994920,1243,False,54,19,0,1
ЗАО Фламинго,123456789720,Барнаул,2020-12-30,2023-02-28,2023-04-02,6629378,1382,False,22,11,0,0
НКО Мюзикл,123456789721,Урюпинск,2022-04-09,2022-09-27,2023-02-02,5900100,1834,False,18,3,0,0
ЗАО Мир праздничных услуг,123456789722,Барнаул,2012-09-13,2018-06-10,2018-12-26,2625355,562,False,99,14,0,0
ООО Апипяй,123456789723,Мамыри,2011-05-28,2012-09-02,2020-03-09,296144,1733,False,86,17,0,0
НКО Я на празднике,123456789724,Колпино,2011-03-16,2022-07-21,2023-01-27,502783,1171,False,90,7,0,0
ООО Праздничная затея,123456789725,Пыталово,2008-05-14,2011-04-05,2014-07-19,8835186,1478,True,102,12,0,0
КФХ Золотой ключик,123456789726,Урюпинск,2007-08-09,2010-02-10,2012-01-21,2777247,866,False,21,19,0,0
ОАО Малыш,123456789727,Мымрино,2008-01-05,2018-11-06,2020-01-02,6335190,619,False,89,88,0,0
НКО Холмы и горы,123456789728,Мымрино,2005-05-14,2018-06-22,2022-06-22,7707383,637,False,82,61,0,0
НКО Атлант,123456789729,Мамыри,2009-12-22,2014-04-12,2022-11-22,5441124,1591,False,21,20,0,0
НКО Августин,123456789730,Мымрино,2021-08-09,2021-10-17,2022-08-06,8723726,820,True,60,7,1,0
НКО Мультик,123456789731,Козельск,2005-04-16,2022-12-02,2023-01-11,7078408,1757,False,99,22,0,0
ОАО Удачный праздник,123456789732,Колпино,2011-03-14,2013-02-20,2022-03-22,368881,1087,False,108,87,0,0
КФХ Звездный дождь,123456789733,Урюпинск,2010-09-18,2020-08-13,2021-11-23,698878,259,False,9,2,0,0
НКО Абрикос,123456789734,Мытищи,2021-06-21,2023-02-26,2023-03-12,1762869,893,False,78,73,0,0
КФХ Звездопад,123456789735,Колпино,2015-01-11,2023-03-13,2023-03-17,6230716,1756,False,98,71,0,5
НКО Ультрамарин,123456789736,Козельск,2002-02-12,2019-06-15,2021-12-11,1589132,397,False,41,23,0,1
ОАО Родничок,123456789737,Колпино,2006-01-19,2020-08-18,2021-05-11,9766794,1120,False,16,4,0,0
НКО Триумф,123456789738,Колпино,2005-06-08,2019-05-09,2020-12-27,3215605,1866,False,70,54,0,0
ООО Разгуляй,123456789739,Новая Ляля,2003-05-17,2021-03-26,2022-07-31,2299281,1627,False,46,35,2,1
ОАО Смешарики,123456789740,Мымрино,2015-09-30,2018-10-23,2020-08-28,5733416,387,False,29,17,2,2
ООО Променадъ,123456789741,Новая Ляля,2018-07-01,2018-09-17,2020-11-12,9444569,1593,False,53,18,0,0
КФХ Гулливер,123456789742,Барнаул,2020-05-23,2022-03-31,2022-06-17,1374568,1299,False,22,14,0,0
ЗАО Ля Фэт,123456789743,Барнаул,2016-02-17,2016-10-28,2020-06-22,9180176,869,False,9,4,0,0
НКО Малина,123456789744,Мамыри,2019-05-04,2022-01-04,2022-07-24,3451815,689,False,42,4,0,0
КФХ Презент,123456789745,Барнаул,2018-10-03,2018-12-19,2020-05-30,7707027,516,False,82,54,0,0
ООО Чарли,123456789746,Барнаул,2016-01-01,2021-06-21,2022-09-16,7458655,463,False,40,26,5,0
ЗАО Щелкунчик,123456789747,Мымрино,2008-07-31,2018-08-09,2019-05-16,9627653,501,False,1,0,0,1
ЗАО Мандарин,123456789748,Колпино,2021-08-19,2022-10-11,2022-11-28,173960,581,False,56,4,0,0
ОАО Шарикус,123456789749,Козельск,2016-02-07,2018-10-10,2020-09-15,457284,995,False,0,0,0,0
ЗАО Агентство радости,123456789750,Мымрино,2021-08-31,2022-07-30,2022-12-07,3591833,1179,False,16,3,0,0
ОАО Романтика,123456789751,Мамыри,2014-07-07,2019-12-31,2021-10-29,2710526,170,False,104,63,0,5
ЗАО Мамонтенок,123456789752,Пыталово,2019-08-12,2021-07-21,2022-06-14,438444,358,False,30,16,0,5
ООО Забава,123456789753,Новая Ляля,2011-04-03,2018-09-28,2022-02-16,2861508,1600,False,28,13,0,0
ОАО Клоун Нюша,123456789754,Новая Ляля,2006-07-15,2006-09-18,2011-10-23,7145875,725,False,0,0,2,0
ООО Дельфиниум,123456789755,Новая Ляля,2017-09-23,2021-08-16,2021-09-14,5670176,1710,False,90,57,0,0
